published_date,travel_month,published_platform,title,text,rating,tripType,helpful_votes,word_count,review_length_tier,sentiment_label,published_year,published_month,travel_season,is_verified_travel
2019-05-11,2019-05,MOBILE,"Throngs of people, long lines ","It was very interesting, but dealing with the lines, heat, all the people as a little much.  Thankfully met a couple from Manchester England that made it much more bearable.",3,COUPLES,2,30,Medium (25-75w),Neutral,2019,5,Spring,True
2019-05-11,2019-05,MOBILE,All you could ask and more.,"Let me focus on handicapped accessibility. First, you will need to join a tour or get an admission time. That means someone needs to stand in line for an hour. The entrances involve long queues, so come prepared to walk aways. There is a good elevator to the 4th floor for outstanding views and museum quality static displays. Nice staff to help. Restrooms are difficult or impossible for mobility impaired visitors. Exiting could involve a walk around half the Colosseum from the elevator. But there is a quick exit available... Ask the guard. All in all a difficult day for a mobility impaired visitor. But it is still worth it. What a building!",5,COUPLES,1,113,Long (75-200w),Positive,2019,5,Spring,True
2019-05-11,2019-03,OTHER,"Ok, but kinda disapointed.","I was fooled by the countless movie adaption of this monument, and expected an immense amphitheater, but it is just big.    ",4,SOLO,1,21,Short (<25w),Positive,2019,5,Spring,True
2019-05-11,2019-05,OTHER,A must see!,Definitely a must see when in Rome! I would recommend a tour guide to add to the experience and watch the movie The Gladiator either before or after as well. The history is just amazing!,5,COUPLES,2,35,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-12,2019-05,MOBILE,Don’t miss this ,"I would recommend a tour as the guide gives a lot of history and stories that enhance the overall experience and you will skip the long line. 2 hours is long enough especially if you want to see the Forum and other sites nearby 
",5,FAMILY,0,44,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-12,2019-05,MOBILE,It's the Colosseum,How to review the Colosseum? Long queues but the ticketing system generally works and there is enough space to view the building properly. The audio guide is adequate but nothing special. Beat to combine with exploring the Forum. ,5,COUPLES,1,38,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-12,2019-05,MOBILE,An impressive structure of romans,I really appreciate the historical landmarks because they are part of the building our world. The Coliseum was an impressive building of our past,5,SOLO,2,24,Short (<25w),Positive,2019,5,Spring,True
2019-05-12,2019-05,MOBILE,Crowded,Very nice to go bit a little bit busy. I prefer to go in the last hour. THe toilets are a little nasty but thats just a little - for the great building.,3,Unknown,0,33,Medium (25-75w),Neutral,2019,5,Spring,True
2019-05-12,2018-06,MOBILE,It was excellent. ,What a nice place to be with your family and feel like you are in old Rome. It was great. It didn't matter at all that we had to wait about 15 Minutes till we got in. ,5,FAMILY,1,37,Medium (25-75w),Positive,2019,5,Summer,True
2019-05-12,2019-05,MOBILE,Never never never gets old,"Definitely worth visiting. I recommend buying the tickets in advance. We selected the option with audioguide and skip the line. Definitely worth it!!! Being inside and imagining that place in the time of the gladiators was amazing. The lines get huge so wear comfortable shoes, get the guide either audio guide or local guide and get ready to be amazed even if you have already seen it. ",5,COUPLES,1,67,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-12,2018-09,MOBILE,Colosseum,Must do! So much history. So pretty at night. This is my second trip to the colosseum in about 8 years. Fantastic views and opportunity to walk around such a memorable piece of history. Also did the Roman forum at the same time. Only takes a few short hours. Must do when in Rome! Lots of restaurants and cafes nearby. Make sure you go at dusk for stunning photography.,5,COUPLES,1,69,Medium (25-75w),Positive,2019,5,Autumn,True
2019-05-12,2019-05,MOBILE,Collosseum tour,Mossimo was fantastic! Humor and history put together. Great tour despite the rain! Palentine hill was way more interesting than I knew.,5,COUPLES,0,22,Short (<25w),Positive,2019,5,Spring,True
2019-05-12,2019-05,MOBILE,Absolutely Amazing,Absolutely amazing piece of history. It’s mind blowing to stand and imagine what it was like. Just go see it,5,COUPLES,1,20,Short (<25w),Positive,2019,5,Spring,True
2019-05-12,2019-03,OTHER,Become part of history,"It was an enlightening experience, but be a part of a good tour company like 'Rome Your Way Tours'. Alfredo is one of the best, to help you around the area and give you a lot of explanations and help you with the history of the place. A must visit, to see the astounding structure, view the dungeons and giant arches around, and to know its connection with Christianity. ",5,FAMILY,2,69,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-12,2019-05,MOBILE,Nice place,Superb place to visit. Better to book a guide othereise we dont understand  anything. Better to.book the guide in advance to avoid highr cost. Except colloseum other places shown by the guide was not so interesting. If you are more interested in history then it is ok.,5,FRIENDS,2,47,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-12,2018-06,OTHER,Colosseum,If you make it to Rome you have to visit The Colosseum.  To see how this was constructed so many year ago is awesome!!,5,Unknown,0,24,Short (<25w),Positive,2019,5,Summer,True
2019-05-12,2019-05,OTHER,"Viator Tour - Colosseum, Pantheon and Roman Forum Tour","We had a horrific experience booking with Viator.com.  We booked our tour weeks in advance, received confirmation and then on the day of the tour we went to the place where the confirmation requested and the tour guide never showed up!  I have been trying and trying to get in touch with Viator via the customer service numbers and they are not the correct numbers.  This seems like a giant SCAM!  I recommend you never book with Viator.com!",1,COUPLES,0,78,Long (75-200w),Negative,2019,5,Spring,True
2019-05-12,2019-05,OTHER,Our experience in using the Roma Pass,"The Colosseum was one of the things we definitely wanted to see when we got to Rome.  After we arrived we purchased two 48 hour Roma passes to get the discounts and to ge bookings for the Colosseum.   We were told that we had to book the entry time for the Colosseum online.  When we tried, there was no availability.  So we thought we were going to miss it.

When we used the passes the first time, at the Palatine Hill/Forum entrance, the lady in the ticket booth looked at our passes, gave us two tickets for the PH/F, and then gave us two tickets to the Colosseum, with assigned times for entry.  These times were a couple of hours out, so we had time to walk the hill and the forum.  And that was when we paid the two euro entry fee for the Colosseum tickets.  Before going through this process, I had not seen it described in any of the stuff I had read about the passes.
Having the ticket and an assigned entry time is great.  When we entered we walked past the hundreds of people in line to buy tickets and went right in.",5,COUPLES,4,198,Long (75-200w),Positive,2019,5,Spring,True
2019-05-12,2019-05,OTHER,Watch out for ticket touts,There are long queues (2 hours average) but you can get the simple guided tour for €17 per person.  The ticket touts start about 1 km from this site.,4,COUPLES,2,29,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-12,2019-04,OTHER,Must visit,One of the key attractions in Rome. Close to metro station. Wonderful experience. Visited it in day time and also night. Need to read about the history to understand its structure. Day trip can be time consuming due to crowd. They have recently started night trips as well.,5,COUPLES,0,48,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-12,2018-07,OTHER,Get a ticket,It's a place you must visit for sure ... but def get a ticket (fast track) in advance. IT's much easier and cheaper than the once you can get outside the Colloseum. ,4,Unknown,0,32,Medium (25-75w),Positive,2019,5,Summer,True
2019-05-12,2019-05,MOBILE,Mea tours is meh,Tour guide was well educated however seemed unenthusiastic in the material. Maybe they were just having a bad day. Don't know for sure.  Had much better tours with other companies.,3,COUPLES,0,30,Medium (25-75w),Neutral,2019,5,Spring,True
2019-05-12,2018-06,MOBILE,Always worth a visit,"Colosseum is always worth a visit. Try to be there as early as possible, otherwise you have to force through a shitload of tourists",5,COUPLES,0,24,Short (<25w),Positive,2019,5,Summer,True
2019-05-12,2019-05,OTHER,Overrated,"We bought our tickets advanced so we didn't have to wait. There is nothing interesting inside, it's enough to see it from outside, not loosing/missing anything if you are not visiting.",3,FRIENDS,0,31,Medium (25-75w),Neutral,2019,5,Spring,True
2019-05-12,2019-05,MOBILE,Simply it can take 1-2 hours ,"To make your trip nice see the famous film before visiting 
“The gladiator “

1-2 hours and plus 2-3 hours in the nearby Roman forum so its a pleasure full half day trip.

By the way the best views and pictures you can take is from the Roman forum",5,FRIENDS,2,49,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-12,2018-08,OTHER,Summer visit to Rome,There is just something about being in Rome with all of its rich history. The Colosseum was both beautiful and terrible. Beautiful because it is a masterpiece that has survived the ravages of time. Terrible because you can just feel the history of this monument - the lives sacrificed in battle for entertainment. It is truly powerful and sobering. ,5,Unknown,2,59,Medium (25-75w),Positive,2019,5,Summer,True
2019-05-12,2019-04,OTHER,Best in the evening- review ticketing carefully!,"The Colosseum is an outstanding historical landmark, and well worth seeing, and to be patient.  It is important to note that ticketing on the official website is somewhat confusing.  Read the instructions carefully.
     If you have a ROMA pass, sold at TI's, and at most tourist venues, this gets you into your first two venues, from a predetermined list, for free, and others at a discount.  We chose the Colosseum as one of our first venue. What was not communicated is that you must sign up on the Colosseum website, for an additional 2 euros/ pp, for an entry time. If you do not know this, and just show up at the Colosseum, you will likely not gain entry, as the tickets for entry times sell out days in advance during the busy season.
     We paid a little bit more for a timed audio tour, which got us in directly, ahead of what seemed like thousands waiting in lines for entry, or to purchase tickets. The audio tour was about an hour in length, was just OK, but if you wanted access to the floor of the arena, an additional fee is needed. This is why I say read the ticketing page carefully.
I used Rick Steves guidebook, his website for Europe travel, and his audio tour for the Colosseum ( in addition to the purchased audio tour), and Romewise.com as additional sources for information on sites, and tips in Italy and found them very informative.
",5,Unknown,2,246,Very Long (200w+),Positive,2019,5,Spring,True
2019-05-12,2019-05,MOBILE,Cool but Crowded,"There is nothing like this place in the world, both visually and historical. The true story about what occured here is by far the most amazing element of the story. To get the most from the visit get a guided tour or at least an audio tour. Considered downloading Rick Steves audio tour if you can get it. The only knock is crowd control. Lines are long for tickets and to get inside. Make sure you reserve in advance and the on site wait for tickets will be minimized. You will also get the time you aant.",4,COUPLES,0,97,Long (75-200w),Positive,2019,5,Spring,True
2019-05-12,2019-05,MOBILE,Historic,This was my second visit and this time took a tour which allowed us quick entry and a tour of the lower levels of the colosseum. The weather was terrible so could not totally appreciate the Forum and Palatine Hills. In the Forum you should rake note of the place Julius Caesar was murdered and the shrine that always have flowers in his memory. The Palatine Hills have mainly ruins. Well worth a visit.,5,FRIENDS,2,74,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-12,2019-05,OTHER,"Get there early, or book a tour","Very interesting building, important to have a guide though, otherwise you'll miss the finer points.  There are loos inside!",4,SOLO,2,19,Short (<25w),Positive,2019,5,Spring,True
2019-05-12,2019-03,MOBILE,Not as big as I thought...go on a tour,"We did a skip the line tour with City Wonders.  I highly recommend.  Skipping the line is worth it and the tour guide was very knowledgeable.  The Colosseum was much smaller than I thought it would be and there is so much restoration that still can be done.  However, I'd go again in a heartbeat.",4,COUPLES,1,55,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-12,2019-05,MOBILE,Be prepared for long wait,The Colosseum is a must not miss but be prepared for long wait lines unless you are in a prebooked tour. There are scammers selling cheap tourist trinkets and pickpockets all over so be on alert. But...once inside the historical significance of this place is overwhelming.,4,COUPLES,0,46,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-13,2019-04,MOBILE,Unmissable!,"The Colloseum is quite simply unmissable when visiting Rome. It is unique and iconic. Whether you are standing on the floor where the gladiators fought for honour, freedom and their lives, or up where the gods look down on those unfortunate enough to find themselves on the arena floor, the views are breathtaking.
The Colloseum is a wonder of architecture. It is a connection with a pagan past when people thought there was nothing wrong with spectacles featuring mortal combat. It is a place of religious veneration to those who perished for their faith. It is a film set for marvellous films such as Roman Holiday and the Scarlet and the Black. It is a wonder of engineering, they could actually flood this place and hold mock sea battles here.
Most of all it is Rome in one image and is simply unmissable!",5,FAMILY,3,143,Long (75-200w),Positive,2019,5,Spring,True
2019-05-13,2019-05,MOBILE,"Book online, and skip the line is our new motto","What an amazing experience! Another must go when in Rome (obviously). The queue is quite long, but you can buy tickets online, or at a tourist office information the day before like we did, and you’ll skip it. Totally worth it!!! ",5,COUPLES,1,41,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-13,2019-05,MOBILE,Interesting to see,"We booked a tour in advance and were happy we did.  We learned all about the history of the Colosseum which we felt was important to understand.  Our guide was very knowledgable and thankfully, the place wasn't too crowded when we went later in the afternoon.  The place is full of so much history that when in Rome, it is a must see. ",3,FRIENDS,0,63,Medium (25-75w),Neutral,2019,5,Spring,True
2019-05-13,2019-05,MOBILE,"Amazing, surprising","Amazing experience that is hard to describe. U jist have to see it woth ur own eyes. If u dont have a ticket in advance, its better to get it from one of the agencies selling skip the line. Even if its more expensive, u get inside immediately and u get a guide too.",5,Unknown,1,54,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-13,2019-05,MOBILE,Most visited place in rome,"Highly recommend to buy a online ticket in advance from the official website save you alot over a guided tour ticket which is five times or more over normal gate price 
Plenty to walk around and photograph 
Definitely worth a visit but do not buy anything off the street sellers that are everywhere ",4,FAMILY,1,53,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-13,2019-04,MOBILE,Well worth it,"Booked tickets online a month before. Be aware that the big tour guide companies buy up all the English tickets very quickly. As a result all English underground tours were sold out for 2 months in advance and we had to get an underground and panoramic tour in Italian. No big deal as we got to see the places, just not understand what they were saying.
It was a complete minefield finding out where to go to get our tickets! We thought the kiosk for reserved tickets, but no, for guided underground tours you go to the small entrance on the opposite side of the colossuem from the main entrance. You go through security, show them your email and they print out your tickets. Then you go back out and wait for your tour to start. If in doubt, there's loads of staff to ask for help.
Great attraction though and worth the hassle!",5,COUPLES,2,154,Long (75-200w),Positive,2019,5,Spring,True
2019-05-13,2019-05,MOBILE,An absolute must see,"The architecture here is fantastic, when inside you get a real feel of Roman times. There is a vast amount of information boards/pillars to read from to give you a real insight as to what went on inside the colosseum.

The only down side is how busy it is, I would highly recommend booking tickets in advance as you can walk straight through without waiting in an hour long queue.",5,FRIENDS,0,70,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-13,2019-05,OTHER,Go early in the AM,"The Roman authorities limit how many people can visit the Colosseum at any one time (I think it is 3,000).  So, if possible, go early in the morning or late in the day",5,COUPLES,2,33,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-13,2019-05,MOBILE,Roma more like hora!,"This was the first thing we did on our trip to Rome and the worst experience. Let me make it clear that we only saw the outside and did not enter the colosseum.
We got there on the metro which was easy enough even to non Italian speakers but when we got out of the station it very very busy and we were accosted by tour guides and guys from Africa (we know this because they told us) who try to put bracelets on your wrist as a gift then ask you for money.
We saw a tour guide that seemed official but this was a scam too at 40€ each and the price kept going up! The queue to get into the coliseum seemed very long but it is hard to gauge how quickly it was moving. 
What we did in the end was read an online blog that suggested going to the Palatine hill gate which sold tickets to both and had shorter queue. Here we paid 17€ for entry to both but in the end the palatine hill was so amazing we didn’t bother with the colosseum and we are both not sure we missed anything.
Apart from this great city and a lovely break.",1,COUPLES,0,208,Very Long (200w+),Negative,2019,5,Spring,True
2019-05-13,2019-05,OTHER,Beautiful place and full of history,Beautiful place and full of history but make sure you book a Skip a line tour to visit. it is always packed and most likely you'll wait a long time to go in  ,3,COUPLES,0,33,Medium (25-75w),Neutral,2019,5,Spring,True
2019-05-13,2019-04,OTHER,Coliseum,"The Colosseum is a tourist monument in the center of Rome, visited by many tourists around the world. The Colosseum was the largest construction of its time, and today it is the largest ancient amphitheater to visit in Italy. has been used for gladiator competitions and public performances such as sea battles for a short period of time when the hippopotamus was soon supplemented with mechanisms to support other activities, animal hunters, executions, renewal of famous battles, and dramas based on classical mythology. It is the ",5,Unknown,2,86,Long (75-200w),Positive,2019,5,Spring,True
2019-05-13,2019-05,OTHER,book a tour,"colosseum Experience is something that you never forget

I booked a tour tough Greyline rome That the hostel were i stayed suggested me, and it was cool.

colosseum , palatin hila nd forum are so amazing, is a Dream",5,SOLO,2,39,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-13,2019-05,OTHER,Brilliant.,"Buy a tour the queues are unbelievable. What an experience. Probably the best tour, lots of people but doesn’t feel crowded. Magnificent ",5,FRIENDS,1,22,Short (<25w),Positive,2019,5,Spring,True
2019-05-13,2019-05,MOBILE,May 2019. 7 adults 1 grand child,Great place a must SEE.   You need to go w/ a guide      Took the entire family 7 adults 1 grand daughter   Got to GO,5,Unknown,0,24,Short (<25w),Positive,2019,5,Spring,True
2019-05-14,2019-04,OTHER,It's the Colosseum !,"So very impressive, great history and stories and good guides tell you all about what went on there in old Roman times.  Security checks to get in -- very popular to say the least",4,FAMILY,0,34,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-14,2019-04,OTHER,Amazing,"We booked a child friendly tour with Viator that was amazing. Our guide, Sara, was so informative and wonderful with young children. She made the tour interesting and fun for all of us. It is truly amazing to stand in the Colliseum and realize its age. Plus we then had a wonderful tour of the Forum. It was just the right amount of time.",5,FAMILY,2,64,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-14,2019-05,MOBILE,Busy busy ,Visited here early May. We purchased a skip the queue ticket with our travel agent before we left.  Thank goodness we did the average queue time to buy tickets on the day was 3hours. On arrival at the Colosseum you will be inundated with   people in  tourist board uniforms  saying  they are staff and tour operators. They will try to sell you  jump the  queue tickets and other tours. Be careful some of these people  are scammers.......  there is  security bag search before your allowed to enter.   The Colosseum is breathtaking and  well worth a visit I wish now I had  invested in an audio tour.  As you go round  there is not a lot of information boards and this is where the audio tour would have improved my visit. On the upper floors there is  detailed exhibition of the history but as it was so busy  it was hard to  see them all. There are a lot of steep steps  if you wish to climb to the higher levels. I am not sure if there was lifts  for people with restricted mobility.  No visit to Rome would be complete without a visit to the Colosseum so if you can brave the crowds and go. ,5,FRIENDS,1,205,Very Long (200w+),Positive,2019,5,Spring,True
2019-05-14,2019-05,OTHER,amazing,I had a great time would recommend I thought it was beautiful and inspiring to realize what they could do,5,FAMILY,0,20,Short (<25w),Positive,2019,5,Spring,True
2019-05-14,2019-05,MOBILE,Always Amazing ,Each visit to the eternal city we go to the colosseum the great monument is a symbol of greatness At the same time it was an evil cruel place,5,COUPLES,0,29,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-14,2019-05,OTHER,Obviously great attraction but book tickets in advance,"My friend & I booked tickets online, and in the process discovered that the Colosseum only takes timed tickets as of 2019. This made entry very smooth, but if you want to guarantee admission on a particular date and/or at a particular time, you really should book tickets in advance. We booked less than 24 hours in advance, and while there were tickets from about 14:30 onwards, there couldn't have been more than 200 left total, which would have likely sold out by the next day after considering in-person ticket sales and the volume of crowds. If you buy a ticket in person & Colosseum tickets for that day are sold out, they will give you a time for the next day since tickets last 2 days. This is why you should save yourself a headache & just book a timed ticket online for when you want it. There are lots of guided tours advertising outside the Colosseum that guarantee you tickets but they are far more expensive - you can easily save money by just booking tickets in advance. Also, you can run a bit late on your timed ticket and still get entry - my friend and I were about 10 minutes late but they let us in despite a staff member at the Roman Forum scaring us into thinking they wouldn't.",5,FRIENDS,3,224,Very Long (200w+),Positive,2019,5,Spring,True
2019-05-14,2019-04,OTHER,A visit you will never forget,"My only regret is that we did not reserve early enough to see the ""below the stage"" inner workings of the Colosseum.  And we called about 2 months in advance.  Dang, guess we'll have to go back to Rome.  We did a private tour which I felt was well worth the $.  ",5,COUPLES,0,52,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-14,2018-10,OTHER,Worth it!,We arrived right off of the metro. It was literally right there out of the station. It was grand. We skipped the hustle and bustle of the the tour guides and we bought our tickets ahead of time and went in. It was absolutely magnificent inside and out.,5,COUPLES,1,48,Medium (25-75w),Positive,2019,5,Autumn,True
2019-05-14,2019-05,MOBILE,Impressive colosseum,We visited the colosseum and were truly impressed with the grandeur and architectural complexity of the structure. What an engineering marvel. Our guide was wonderful and her English was very good. It was a great learning experience and an entertaining tour!,5,COUPLES,0,41,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-14,2019-05,MOBILE,Amazing,If you are able book a tour with a guide who has access to the floor. You cannot access this area otherwise and it makes all the difference to understanding the workings and history of this amazing structure.,5,COUPLES,0,38,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-14,2019-05,OTHER,Good place to wander around...lots to see,I went through on a skip the line hour long tour. I thoroughly enjoyed and highly recommend. I recommend walking around the area once you have toured the Colleseum. Lots to see.,4,SOLO,0,32,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-14,2019-05,MOBILE,Electrifying!,"You will feel the electricity once you enter the Colosseum, you must know the history behind it so you can really feel the true meaning of something historic as this. You will never forget your visit and please take plenty of pictures so you’ll never forget but every time you see it on TV you will say
I was there!",5,FAMILY,1,60,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-14,2019-05,MOBILE,Spectacular,"It is amazing what was being built in Rome compared to much of the rest of Europe at time.  Need some imagination to see grandure but wow!

Definately strongly recommend 2€ to pre book an entry time online. ",4,FRIENDS,1,38,Medium (25-75w),Positive,2019,5,Spring,True
2019-05-14,2019-05,OTHER,The highlight of our trip,"The Colloseum is always busy, and in normal circumstances we would have had to wait a long time in line to get in, but as I need to use a wheelchair, we were able to skip the line and get in free.  Those in a similar situation might like to be aware of this.  the building itself is incredible.  Again, one should note that there is a lift so that those like me can ascend on high to get a good view.  I love archaeology and seeing this was so wonderful I was almost in tears.  some of the other ancient sights, like the Forum, and the Catacombs are not accessible, so I particularly appreciated being able to see this.",5,COUPLES,2,120,Long (75-200w),Positive,2019,5,Spring,True
2019-05-14,2019-04,OTHER,A Colossal Monument,"The Colosseum is an awe-inspiring testament to Roman building. The Colosseum is more than just an ancient amphitheatre built in the 1st century—it's a symbol of Rome. Naturally, it's one of the most popular monuments in town. To get the most out of a trip inside, book your visit with a guide or purchase skip the queue tickets which come with an offer to follow on with a guided tour of the Forum. Alternatively, purchase tickets to the Colosseum while at the Forum or Palatine nearby, then use those to bypass the impossibly long ticket lines at the Colosseum. This all took the best part of a day.",5,Unknown,1,108,Long (75-200w),Positive,2019,5,Spring,True
2019-05-14,2019-05,MOBILE,Night tour at the Colosseum ,I would recommend going at night for better pictures. It’s also cooler and you get a private tour of the grounds. It’s truly a surreal tour once you walk into the colosseum. Be prepared to walk and make sure you wear comfortable shoes. There’s an elevator if it’s needed. The tour guides are kind of serious so a glass of wine before your tour may help :) . Enjoy !!!! ,5,SOLO,2,70,Medium (25-75w),Positive,2019,5,Spring,True
